timestamp,symbol,side,price,quantity
1000000086,C,SELL,124.45130145058917,52
1000000087,I,SELL,86.22684344479633,505
1000000088,T,SELL,114.72014566490134,193
1000000089,V,BUY,101.4984241398728,979
1000000090,L,SELL,104.11171918015962,326
1000000091,U,BUY,101.18347913388205,501
1000000092,V,SELL,104.44726818195232,67
1000000093,K,BUY,98.46314895637983,174
1000000094,X,BUY,114.54050181457458,247
1000000095,H,BUY,95.43528855775277,99
1000000096,G,SELL,111.32234572179247,739
1000000097,R,SELL,93.55632879786977,948
1000000098,Q,BUY,99.39748153598713,986
1000000099,D,BUY,89.28037447709781,302
1000000100,V,BUY,104.5502372034752,799
1000000101,F,BUY,114.45125956926533,528
1000000102,U,SELL,99.22643820179145,93
1000000103,A,BUY,98.03114301296091,136
1000000104,U,BUY,88.85383036932073,570
1000000105,U,BUY,97.70707346447692,452
1000000106,U,BUY,84.07205740278472,57
1000000107,R,SELL,90.87122013281173,933
1000000108,M,SELL,102.26786046109136,743
1000000109,S,BUY,113.19013197741396,527
1000000110,H,SELL,128.09210861229502,987
1000000111,U,BUY,94.13414914929099,972
1000000112,O,BUY,114.3530015664544,975
1000000113,L,BUY,102.43752480401648,295
1000000114,N,BUY,98.48752353253624,886
1000000115,O,BUY,104.32594451726152,529
1000000116,A,SELL,100.6191648367996,739
1000000117,D,SELL,101.10395725612219,866
1000000118,G,SELL,95.91666837173331,205
1000000119,C,BUY,86.01890340201149,475
1000000120,L,BUY,84.56374797477919,172
1000000121,R,BUY,106.53244883281226,315
1000000122,R,BUY,97.23299909914286,442
1000000123,M,BUY,94.03911100343834,862
1000000124,W,SELL,100.08505626723154,869
1000000125,O,SELL,107.94932252915628,420
1000000126,C,SELL,101.80363943026398,362
1000000127,T,SELL,93.43945063359033,554
1000000128,O,SELL,112.2629295564895,916
1000000129,Q,SELL,115.79185502981632,977
1000000130,O,BUY,104.94556655322853,265
1000000131,O,SELL,109.7366351134409,227
1000000132,C,SELL,112.41959996813812,721
1000000133,O,SELL,111.30099316404514,336
1000000134,U,SELL,106.14099177112624,239
1000000135,H,BUY,105.98347047074883,79
1000000136,P,SELL,105.19660573346502,433
1000000137,A,BUY,89.02662325452957,422
1000000138,J,SELL,107.00723156859586,584
1000000139,L,SELL,86.44186028873446,240
1000000140,Z,SELL,92.05400544874945,728
1000000141,F,BUY,113.03565067808087,696
1000000142,H,SELL,108.40220162694197,489
1000000143,K,SELL,114.87398289685862,222
1000000144,Z,BUY,97.28325616312708,531
1000000145,W,BUY,88.47751158723233,691
1000000146,A,SELL,97.59562802929658,404
1000000147,G,SELL,101.02031297240575,300
1000000148,V,SELL,100.7898871634001,531
1000000149,B,SELL,111.33680478756702,387
1000000150,W,BUY,96.38729574996555,430
1000000151,H,SELL,103.52034471802924,381
1000000152,X,BUY,90.11372850565394,338
1000000153,H,SELL,104.50317278043813,730
1000000154,L,BUY,100.03108550185637,487
1000000155,R,SELL,92.50186661715483,493
1000000156,D,BUY,97.64170637825147,670
1000000157,O,SELL,98.15824253484779,393
1000000158,N,BUY,97.29844870662905,145
1000000159,U,BUY,117.71341242267684,859
1000000160,Z,SELL,99.0155399769212,102
1000000161,R,BUY,97.56103889822663,593
1000000162,K,SELL,79.02549042389859,302
1000000163,K,SELL,91.05792648020523,253
1000000164,K,SELL,97.36926575543647,89
1000000165,V,BUY,93.14147323823357,905
1000000166,I,BUY,113.81707593377797,457
1000000167,E,BUY,98.35062224603782,375
1000000168,I,SELL,112.88444249318252,754
1000000169,A,SELL,100.61704634050368,87
1000000170,C,SELL,100.37227836421576,586
1000000171,C,SELL,99.11203552287499,519
1000000172,U,BUY,100.03796251621459,575
1000000173,S,BUY,117.1879500304986,167
1000000174,S,BUY,76.80389273248781,954
1000000175,M,BUY,79.98454255561322,276
1000000176,S,BUY,94.56829168943887,694
1000000177,E,BUY,100.14527881937569,759
1000000178,X,BUY,106.90104424764013,376
1000000179,N,BUY,104.73087198027476,174
1000000180,Y,SELL,96.1575408711943,331
1000000181,D,SELL,110.19043693241763,816
1000000182,M,SELL,110.30195403152732,911
1000000183,S,BUY,101.84057831271565,940
1000000184,M,BUY,109.62657572486842,264
1000000185,L,BUY,102.72645263432129,626
1000000186,E,BUY,94.38516973217116,193
1000000187,J,SELL,106.97816839000005,724
1000000188,G,SELL,101.10613122578678,445
1000000189,H,BUY,100.01339846754487,727
1000000190,R,BUY,114.72953572189574,700
1000000191,Q,BUY,75.49127871459913,993
1000000192,P,BUY,85.82315829840431,514
1000000193,J,SELL,88.1292957362563,374
1000000194,Y,SELL,96.36739352431195,550
1000000195,C,SELL,97.4539183023397,204
1000000196,I,SELL,84.92674352226953,156
1000000197,D,SELL,90.14841967689173,543
1000000198,I,SELL,91.3915832147643,834
1000000199,Z,SELL,124.57424092075891,556
1000000200,J,SELL,118.01741947747146,792
1000000201,X,BUY,95.88250582315351,219
1000000202,M,SELL,96.36416709693201,476
1000000203,S,SELL,88.50796002811705,632
1000000204,L,SELL,80.91869586774733,380
1000000205,G,SELL,98.83119813591476,63
1000000206,T,SELL,90.02148016755974,119
1000000207,Z,SELL,99.15149468337991,931
1000000208,G,BUY,83.99794150956522,624
1000000209,U,SELL,92.38025541689743,301
1000000210,G,SELL,101.48627095302831,295
1000000211,S,SELL,103.66209597783937,87
1000000212,U,BUY,104.17471958742014,947
1000000213,L,SELL,86.79511015842962,152
1000000214,T,BUY,108.54685730135562,771
1000000215,H,BUY,91.9978830339815,278
1000000216,C,SELL,106.32857914607307,368
1000000217,C,SELL,99.89361323381807,310
1000000218,L,SELL,86.23612500922052,833
1000000219,X,BUY,96.83802295418812,81
1000000220,D,SELL,103.65363742063768,384
1000000221,L,SELL,106.12965380474598,315
1000000222,S,SELL,98.59012102555582,309
1000000223,F,SELL,115.31778890601052,233
1000000224,S,BUY,110.07510770986559,916
1000000225,H,SELL,97.43345883600247,409
1000000226,V,BUY,107.50121812136945,447
1000000227,P,SELL,119.33793485188187,415
1000000228,O,BUY,119.60484600783028,981
1000000229,E,BUY,87.72000119177503,372
1000000230,M,SELL,90.7346688884285,374
1000000231,W,SELL,114.84918786733851,361
1000000232,A,SELL,89.41718949162363,360
1000000233,T,SELL,86.77458866708321,135
1000000234,M,SELL,95.13805869300953,624
1000000235,S,BUY,104.20226709474586,73
1000000236,R,BUY,98.97603293388903,264
1000000237,L,BUY,93.49436379594408,242
1000000238,I,BUY,93.2578753827549,326
1000000239,Q,BUY,92.87662935587291,768
1000000240,D,SELL,91.20490371341057,619
1000000241,P,SELL,122.81632877276061,991
1000000242,C,SELL,102.97511071185555,383
1000000243,Q,BUY,108.86759054404739,932
1000000244,Q,SELL,95.10922531881076,92
1000000245,C,SELL,98.14043322813951,529
1000000246,T,SELL,92.86446018629645,808
1000000247,K,BUY,73.48291665080798,555
1000000248,U,BUY,86.21990723152133,936
1000000249,B,SELL,81.89381320019605,348
1000000250,E,BUY,77.50216222048392,81
1000000251,M,BUY,88.04641025701898,785
1000000252,E,BUY,113.24955679381631,114
1000000253,I,SELL,99.55563832295645,776
1000000254,R,SELL,112.90563762321175,746
1000000255,D,BUY,104.10982576900875,852
1000000256,R,BUY,107.8255882571516,504
1000000257,C,SELL,90.99103004695425,900
1000000258,E,SELL,105.23950954192671,211
1000000259,P,SELL,107.28714234074346,462
1000000260,U,BUY,94.23352707766307,165
1000000261,E,SELL,105.59540370616166,778
1000000262,H,BUY,105.66187758574833,728
1000000263,Y,SELL,94.50447378869917,816
1000000264,Z,BUY,88.77231567729005,776
1000000265,P,BUY,88.15871668101728,343
1000000266,L,BUY,100.86505541921461,114
1000000267,J,BUY,103.27009868789315,932
1000000268,P,SELL,92.07474169542085,518
1000000269,P,BUY,100.26585341326098,139
1000000270,H,BUY,105.70537036138485,930
1000000271,A,BUY,106.181907146653,994
1000000272,D,SELL,115.51880120122489,473
1000000273,Y,SELL,112.76980832198043,781
1000000274,K,SELL,89.98708567243456,84
1000000275,M,SELL,116.83586209538022,138
1000000276,M,SELL,94.69023495444286,312
1000000277,U,SELL,110.44872812454427,673
1000000278,B,BUY,100.67986626051089,176
1000000279,C,SELL,95.87850621543032,82
1000000280,H,SELL,81.92303140225067,685
1000000281,M,SELL,98.28435489783652,781
1000000282,R,BUY,84.40616764694391,752
1000000283,M,SELL,109.67299235842772,809
1000000284,L,BUY,115.16792657139248,812
1000000285,Y,BUY,92.0308901070331,622
1000000286,E,SELL,103.0197074251927,543
1000000287,O,BUY,92.74608477992024,864
1000000288,O,BUY,93.71515269863211,380
1000000289,M,SELL,107.74494703865372,142
1000000290,U,BUY,99.61461738156588,764
1000000291,G,SELL,117.39648041931011,312
1000000292,Y,BUY,95.1776752129708,979
1000000293,I,BUY,109.99336332474489,443
1000000294,O,SELL,100.97413412957782,859
1000000295,N,SELL,107.95778009744234,90
1000000296,W,BUY,95.52842342670053,676
1000000297,L,SELL,99.50441162448418,475
1000000298,H,SELL,98.84501120701066,489
1000000299,A,BUY,91.63942885154214,301
1000000300,J,SELL,106.62081534581753,972
1000000301,V,BUY,106.50249005578364,423
1000000302,A,SELL,105.93554694905566,857
1000000303,X,SELL,115.36965653917645,453
1000000304,O,SELL,114.49344801236303,95
1000000305,D,SELL,96.25055310150864,885
1000000306,H,BUY,103.73052318434178,225
1000000307,O,BUY,93.76399310741787,306
1000000308,I,BUY,100.23355316114555,868
1000000309,C,SELL,94.00250550881135,899
1000000310,R,SELL,116.20070309136051,920
1000000311,R,BUY,103.63698150342962,454
1000000312,D,SELL,97.81970871895578,769
1000000313,H,SELL,111.93618571856376,361
1000000314,G,SELL,78.29384590204589,753
1000000315,R,BUY,79.8589740513471,527
1000000316,S,SELL,107.95838655219774,99
1000000317,S,SELL,100.60468448117368,446
1000000318,Y,BUY,102.50446300260761,494
1000000319,T,BUY,86.7360389668145,294
1000000320,I,BUY,99.76766289149634,405
1000000321,C,BUY,120.03509410401342,527
1000000322,P,SELL,108.24199619795863,97
1000000323,X,SELL,101.69706545142812,194
1000000324,Z,SELL,95.60946089895063,778
1000000325,F,BUY,96.05427148130606,384
1000000326,G,SELL,78.70802110799983,627
1000000327,A,BUY,102.5764042092116,587
1000000328,D,SELL,108.45483108481854,573
1000000329,O,BUY,84.24380672829385,442
1000000330,O,BUY,93.38583107693184,509
1000000331,J,SELL,88.42535367766578,832
1000000332,I,BUY,90.34648805191236,966
1000000333,V,SELL,100.534816268219,293
1000000334,L,SELL,79.15597845011526,686
1000000335,V,SELL,106.14270438357065,971
1000000336,Z,SELL,107.53855069933682,57
1000000337,I,BUY,97.48897411963088,795
1000000338,F,SELL,75.19291490015459,521
1000000339,Y,BUY,90.0358137399761,969
1000000340,Q,SELL,112.32901934102696,599
1000000341,H,BUY,72.22005719271428,846
1000000342,Q,BUY,96.52476587806481,207
1000000343,N,SELL,88.19999221532741,184
1000000344,X,BUY,108.04570301584836,930
1000000345,G,SELL,93.24886047856539,550
1000000346,Z,SELL,104.03954020735611,580
1000000347,Y,SELL,105.65460419169094,211
1000000348,E,SELL,118.3622583973002,265
1000000349,E,SELL,97.9705805632463,827
1000000350,N,BUY,103.76044369622612,338
1000000351,B,BUY,85.14944520872564,604
1000000352,H,BUY,111.90413563293744,350
1000000353,L,SELL,92.39491151928635,300
1000000354,Z,BUY,94.39245835912254,207
1000000355,Z,BUY,99.77752205150789,933
1000000356,D,BUY,84.3711565466015,943
1000000357,X,BUY,102.28770028928938,159
1000000358,C,BUY,109.6746627292501,385
1000000359,T,BUY,102.92933823497292,585
1000000360,V,BUY,84.11102435821275,414
1000000361,X,BUY,98.76190705670341,734
1000000362,F,BUY,107.4202890297949,297
1000000363,X,BUY,81.22011234034092,105
1000000364,D,SELL,89.25233986182286,370
1000000365,N,BUY,108.7654360408152,617
1000000366,M,BUY,102.70095434197286,221
1000000367,I,BUY,104.11971582126753,825
1000000368,A,SELL,118.59494807623312,61
1000000369,U,SELL,104.68552778506202,114
1000000370,I,SELL,106.57888010433179,533
1000000371,R,BUY,127.10745527218326,536
1000000372,K,BUY,97.8619544190951,330
1000000373,J,BUY,92.02117236381505,295
1000000374,X,SELL,104.27796398247133,116
1000000375,C,SELL,104.38991029388895,679
1000000376,T,SELL,94.73284608053791,410
1000000377,T,SELL,89.67602980445153,162
1000000378,J,SELL,123.09844422090077,429
1000000379,G,SELL,103.26843470388023,940
1000000380,A,SELL,92.67714618597924,298
1000000381,Y,BUY,109.15930302279598,899
1000000382,Y,BUY,98.90854848438666,295
1000000383,G,SELL,97.4711855368217,226
1000000384,A,BUY,105.62272871914493,297
1000000385,D,BUY,87.0811773176831,357
1000000386,B,SELL,103.52627203917173,164
1000000387,V,BUY,119.12954807731752,608
1000000388,X,SELL,104.6617766219731,366
1000000389,D,SELL,96.23787896216535,732
1000000390,T,BUY,94.92894719571758,516
1000000391,E,SELL,95.8966002665489,470
1000000392,J,SELL,97.46037321952218,497
1000000393,P,SELL,96.22193467241728,198
1000000394,S,BUY,109.16311441074566,727
1000000395,W,SELL,82.66790896791017,148
1000000396,B,SELL,108.62000050412134,735
1000000397,F,SELL,96.20313474857439,999
1000000398,H,BUY,103.76947785695373,775
1000000399,I,BUY,88.73012089799136,482
1000000400,Z,SELL,113.28631066849437,348
1000000401,U,BUY,112.45634960171873,878
1000000402,I,BUY,109.59590525750073,294
1000000403,Z,BUY,84.8524522420646,508
1000000404,M,BUY,108.29121071066052,782
1000000405,N,BUY,104.04855087635708,926
1000000406,L,BUY,83.94728752867432,924
1000000407,D,SELL,99.75702616229185,133
1000000408,Y,BUY,103.64534489033262,903
1000000409,A,BUY,105.56075273823151,158
1000000410,E,BUY,101.77261366948856,605
1000000411,F,SELL,102.9123141684738,933
1000000412,H,BUY,114.73611392253096,672
1000000413,D,SELL,112.2603390991068,950
1000000414,A,SELL,71.32945046217256,377
1000000415,R,SELL,96.82561445162318,348
1000000416,Z,SELL,98.35348972456049,359
1000000417,D,BUY,82.4790142727303,387
1000000418,H,SELL,100.94183058232312,698
1000000419,N,BUY,112.48757772410507,479
1000000420,Y,SELL,89.1343214040941,750
1000000421,S,SELL,103.36400938689873,445
1000000422,T,SELL,90.84176522703562,342
1000000423,P,SELL,93.28087976320323,230
1000000424,K,BUY,114.77393634170035,573
1000000425,F,SELL,94.57442179888174,903
1000000426,W,SELL,104.62212489010625,866
1000000427,U,SELL,81.28781883939013,290
1000000428,A,BUY,118.6231756139488,503
1000000429,S,SELL,106.02652446306499,720
1000000430,C,BUY,98.17500157349738,631
1000000431,T,BUY,105.75546509999894,113
1000000432,V,BUY,85.9018057105219,611
1000000433,D,SELL,111.82530741752657,86
1000000434,L,BUY,96.7601522450357,160
1000000435,D,BUY,97.95930484951565,671
1000000436,O,BUY,95.08344385034516,147
1000000437,Y,SELL,94.19348597254415,372
1000000438,C,BUY,106.94670611628409,609
1000000439,K,SELL,102.55906850104223,672
1000000440,Z,SELL,106.5174814140304,473
1000000441,H,SELL,99.91205310514428,139
1000000442,D,SELL,105.1319981107718,809
1000000443,M,BUY,95.81151256074962,952
1000000444,N,BUY,122.29731841409549,894
1000000445,R,BUY,84.32069583569502,761
1000000446,I,SELL,112.60937323562985,432
1000000447,Y,SELL,113.6790745072097,882
1000000448,N,SELL,91.47841194034406,513
1000000449,H,BUY,122.29273610555973,179
1000000450,Y,BUY,109.95490282945318,858
1000000451,Y,BUY,109.71139006822912,354
1000000452,M,BUY,100.28022187025877,941
1000000453,A,BUY,97.82773841781324,399
1000000454,P,SELL,97.90591172960391,875
1000000455,O,BUY,103.90530596319518,560
1000000456,D,SELL,114.01186275033896,494
1000000457,Q,BUY,101.8131421786142,332
1000000458,V,BUY,90.8855637686271,843
1000000459,C,SELL,108.2442706238498,107
1000000460,S,SELL,109.21150746394792,495
1000000461,D,BUY,106.54659528447786,400
1000000462,T,BUY,107.45498906524983,566
1000000463,K,BUY,97.29071869842191,291
1000000464,A,SELL,90.7101083286942,681
1000000465,Z,BUY,91.3180656935922,416
1000000466,E,SELL,83.64536751542141,228
1000000467,P,BUY,102.3694861154595,237
1000000468,E,SELL,99.16551216773406,711
1000000469,Y,BUY,95.60012295470291,298
1000000470,T,SELL,70.44381175654931,341
1000000471,U,SELL,87.52682530305832,645
1000000472,L,BUY,111.20840651403167,363
1000000473,M,BUY,93.35373999936868,418
1000000474,Q,SELL,103.60591677656842,282
1000000475,U,BUY,86.09314570024743,378
1000000476,W,BUY,114.38705482359231,708
1000000477,A,BUY,98.55972339945323,557
1000000478,R,BUY,102.90040396483535,997
1000000479,C,BUY,123.25779791881685,783
1000000480,H,BUY,115.16440100589404,65
1000000481,V,BUY,96.93434378712942,409
1000000482,G,BUY,94.06779815129642,325
1000000483,U,BUY,96.74454988480468,608
1000000484,M,BUY,105.09898248476536,302
1000000485,G,SELL,98.94775865749129,967
1000000486,I,BUY,96.04755854996529,334
1000000487,N,BUY,114.67181250709042,545
1000000488,T,BUY,98.85790108222163,166
1000000489,P,SELL,122.99589093037319,914
1000000490,Y,BUY,100.90742563752173,916
1000000491,W,BUY,117.85318394224727,803
1000000492,T,BUY,103.57319422710627,384
1000000493,P,BUY,109.62960573249448,105
1000000494,H,BUY,92.75388948482275,725
1000000495,K,BUY,91.46240777412588,457
1000000496,D,SELL,104.59705955014988,990
1000000497,J,SELL,109.88553242465315,713
1000000498,Y,BUY,100.40256502000463,561
1000000499,L,SELL,87.13606664916303,987
1000000500,C,SELL,86.39741633710673,810
1000000501,Q,BUY,85.72863597813759,485
1000000502,Z,BUY,82.32377887060619,67
1000000503,W,BUY,101.09485359447088,138
1000000504,H,SELL,111.25043921708026,471
1000000505,L,BUY,99.86584213075191,583
1000000506,N,SELL,77.39585242662147,78
1000000507,G,BUY,98.09239539665451,170
1000000508,G,SELL,98.37201003367393,719
1000000509,G,SELL,120.95998750225439,763
1000000510,Z,BUY,85.42862087080444,78
1000000511,T,BUY,96.09322397400804,532
1000000512,V,SELL,117.05852680544564,126
1000000513,V,BUY,104.49978341346548,737
1000000514,Y,BUY,105.63313073516424,842
1000000515,C,SELL,101.14584437023878,875
1000000516,W,BUY,103.29943538657264,618
1000000517,B,BUY,107.77609530278536,647
1000000518,M,BUY,91.90513681107234,930
1000000519,P,BUY,108.780585789082,631
1000000520,J,SELL,86.2699698311446,473
1000000521,D,SELL,103.28367972831538,766
1000000522,E,BUY,101.78740963286327,611
1000000523,V,BUY,93.83706911807892,850
1000000524,I,SELL,99.77314724674353,548
1000000525,I,BUY,93.77459847334447,875
1000000526,Y,BUY,89.28298673138255,92
1000000527,D,BUY,96.46385258386356,84
1000000528,X,BUY,88.96011364628339,144
1000000529,X,SELL,103.22797464093249,578
1000000530,P,BUY,88.49914505847636,723
1000000531,E,BUY,107.11977022991051,255
1000000532,E,SELL,88.1852093207118,197
1000000533,H,BUY,94.33705084418993,867
1000000534,P,SELL,93.7539659178482,763
1000000535,D,BUY,113.25146728874839,665
1000000536,L,BUY,103.30289945616592,513
1000000537,D,BUY,97.88266197455606,449
1000000538,O,SELL,104.98719441069723,69
1000000539,A,SELL,78.92807652670312,228
1000000540,S,BUY,99.56866410359092,902
1000000541,B,BUY,119.97514177804763,372
1000000542,F,BUY,101.32346506402672,719
1000000543,E,SELL,100.67913169169336,718
1000000544,V,BUY,105.48128379642196,343
1000000545,B,SELL,108.95605243314346,244
1000000546,L,SELL,80.0253330711014,707
1000000547,P,SELL,83.17673518208973,138
1000000548,N,BUY,102.10291291086146,520
1000000549,R,BUY,92.85123438102491,893
1000000550,U,BUY,113.12025262219915,725
1000000551,K,SELL,96.84825610114775,775
1000000552,V,SELL,80.65469264286882,129
1000000553,I,SELL,87.31986083156004,239
1000000554,Z,BUY,72.50323980369424,311
1000000555,N,BUY,97.65874462717088,327
1000000556,T,SELL,98.11615872735617,234
1000000557,W,SELL,95.75537290218102,973
1000000558,U,SELL,110.78879039029738,206
1000000559,W,SELL,111.98519836516694,722
1000000560,N,BUY,98.29611576643889,607
1000000561,B,BUY,78.65306332523144,629
1000000562,M,BUY,106.17281580492258,253
1000000563,E,SELL,105.55360228508576,342
1000000564,X,SELL,103.09391570156944,626
1000000565,G,BUY,109.81479749308116,334
1000000566,F,SELL,88.3517190353896,709
1000000567,G,SELL,120.08755386185139,87
1000000568,Q,SELL,90.40572246858132,119
1000000569,O,SELL,107.49222927200854,742
1000000570,Y,BUY,83.12652305586649,635
1000000571,K,BUY,90.6973531272995,91
1000000572,H,SELL,115.16368646725336,904
1000000573,B,SELL,97.3910017699915,54
1000000574,A,BUY,108.39922605132799,957
1000000575,J,BUY,102.36955388719247,743
1000000576,Y,SELL,98.95041843999827,988
1000000577,N,SELL,113.6385032493269,951
1000000578,X,BUY,97.633411753481,347
1000000579,C,SELL,82.19261892436529,768
1000000580,C,BUY,91.96759908048296,250
1000000581,V,BUY,105.51191728701694,498
1000000582,C,SELL,103.95509106362508,278
1000000583,B,BUY,84.32941749764562,511
1000000584,K,SELL,92.75657480591799,878
1000000585,Y,BUY,94.18278650797754,464
1000000586,R,SELL,96.34530405885775,137
1000000587,C,BUY,86.24086411398449,358
1000000588,V,SELL,93.71628891880522,797
1000000589,V,BUY,92.71389514740473,545
1000000590,U,SELL,107.7153325976192,582
1000000591,X,BUY,108.09121310990244,459
1000000592,G,BUY,98.54189541911184,328
1000000593,Z,BUY,96.07960204129269,618
1000000594,I,SELL,101.39924312039113,651
1000000595,U,BUY,91.83424892544426,903
1000000596,P,SELL,88.53167917832559,636
1000000597,U,SELL,90.59778791074282,995
1000000598,Q,SELL,93.65186836028543,835
1000000599,Q,SELL,88.36526200207729,124
1000000600,Q,BUY,101.62059559062875,422
1000000601,U,SELL,107.29715673783708,415
1000000602,T,SELL,84.12901699201758,52
1000000603,D,BUY,100.25128711216033,221
1000000604,V,BUY,97.80064204733664,774
1000000605,N,SELL,103.41508685536803,384
1000000606,I,BUY,99.87061231896412,190
1000000607,N,SELL,85.4640072006837,323
1000000608,Z,BUY,87.37610701142835,310
1000000609,W,BUY,100.29423575584973,215
1000000610,V,SELL,110.28780919745509,146
1000000611,M,BUY,77.85812628956997,775
1000000612,U,SELL,103.4572657980158,833
1000000613,K,SELL,111.89622005287643,521
1000000614,R,BUY,98.46974123793787,634
1000000615,Q,BUY,105.50202496026441,923
1000000616,G,SELL,92.96930919102198,850
1000000617,G,SELL,98.80633800723123,80
1000000618,B,BUY,83.79086481691849,955
1000000619,D,SELL,76.55656691581126,113
1000000620,L,BUY,109.42765801225275,75
1000000621,M,BUY,90.15005072275558,433
1000000622,E,SELL,95.44472154996569,758
1000000623,K,BUY,86.13557746729806,126
1000000624,P,SELL,85.90030296916125,328
1000000625,G,SELL,98.26162299905384,299
1000000626,I,SELL,92.70422805864354,427
1000000627,J,SELL,103.77970997994699,986
1000000628,N,BUY,104.52538418979591,364
1000000629,J,BUY,103.20849646324608,248
1000000630,T,SELL,102.38600790928443,166
1000000631,I,SELL,115.77768204931886,238
1000000632,L,BUY,89.32406230955114,176
1000000633,J,SELL,99.45065133797083,594
1000000634,E,BUY,111.32689820519589,449
1000000635,R,SELL,112.64539809338036,523
1000000636,G,BUY,85.78236350655428,840
1000000637,H,SELL,96.8764455834413,601
1000000638,U,BUY,113.5812109586726,197
1000000639,Y,BUY,105.08079105199066,407
1000000640,R,SELL,101.95263031479773,346
1000000641,X,BUY,97.82315306565343,835
1000000642,W,BUY,96.16199074292254,341
1000000643,M,SELL,102.88219063090324,181
1000000644,U,BUY,97.47625875015517,749
1000000645,I,BUY,99.57421378955556,456
1000000646,L,BUY,100.78598706115038,141
1000000647,N,SELL,93.21928471506502,705
1000000648,Y,SELL,105.32129373881438,249
1000000649,W,SELL,129.1424464841542,874
1000000650,M,BUY,82.23013360673924,840
1000000651,Q,BUY,103.2401252418998,401
1000000652,F,BUY,92.39809911381094,577
1000000653,U,SELL,105.7740257751925,589
1000000654,O,BUY,100.46557473327861,670
1000000655,N,BUY,107.61854774042463,115
1000000656,T,SELL,111.75506576508779,358
1000000657,Q,SELL,101.92421117768181,211
1000000658,B,SELL,111.32052288414178,712
1000000659,H,BUY,76.55702106211322,115
1000000660,E,SELL,115.90452297916023,541
